txn_id,member_id,date,request_type,revenue,variable_cost,partner_fee,sla_met
T201869,M101505,2025-12-15,Events,13.39,8.56,0.44,1
T201870,M101616,2025-09-30,Events,17.56,11.06,0.6,1
T201871,M101635,2025-10-24,Gifts,9.35,8.07,0.26,1
T201872,M100012,2025-10-05,Travel,21.83,8.79,1.04,1
T201873,M101480,2025-09-08,Lifestyle,11.48,4.84,0.62,1
T201874,M100201,2026-02-08,Travel,19.06,8.7,1.29,1
T201875,M101455,2026-01-02,Gifts,13.54,3.63,0.08,1
T201876,M101586,2025-12-30,Dining,13.27,6.75,0.71,1
T201877,M100650,2026-02-13,Dining,14.5,6.2,1.25,1
T201878,M100348,2026-02-06,Gifts,12.7,9.54,0.44,1
T201879,M101284,2026-02-06,Travel,21.23,12.43,0.43,1
T201880,M100123,2025-09-08,Lifestyle,12.39,6.06,0.69,1
T201881,M101042,2025-09-24,Gifts,11.19,7.76,0.49,1
T201882,M100596,2025-11-12,Gifts,8.49,5.71,0.74,1
T201883,M100764,2025-09-26,Travel,20.21,11.3,0.09,0
T201884,M101486,2025-12-26,Lifestyle,12.37,3.13,1.3,1
T201885,M101787,2025-12-02,Lifestyle,13.84,5.0,1.16,1
T201886,M100723,2025-09-19,Dining,8.47,6.3,0.69,1
T201887,M100522,2026-01-30,Events,16.76,8.87,0.24,1
T201888,M101501,2026-01-30,Lifestyle,10.71,8.33,0.57,0
T201889,M100743,2025-11-23,Dining,14.02,6.65,1.14,1
T201890,M100359,2026-01-11,Travel,20.03,10.61,1.15,0
T201891,M101625,2025-10-28,Lifestyle,10.05,6.39,0.66,1
T201892,M101785,2025-11-03,Events,20.31,9.39,1.04,1
T201893,M100520,2025-12-28,Lifestyle,8.97,9.16,0.34,1
T201894,M100284,2026-02-05,Travel,26.83,15.09,0.85,1
T201895,M100274,2026-02-11,Events,19.46,6.87,0.43,1
T201896,M101077,2025-12-08,Travel,19.57,7.68,1.0,1
T201897,M100557,2025-12-30,Travel,20.52,9.61,0.72,1
T201898,M101121,2026-02-19,Lifestyle,11.48,8.43,0.78,1
T201899,M101366,2025-10-24,Gifts,11.18,7.42,0.87,1
T201900,M100010,2025-09-06,Lifestyle,10.02,4.53,0.25,1
T201901,M101547,2025-09-02,Travel,22.23,8.8,0.89,1
T201902,M100052,2026-02-04,Lifestyle,10.86,7.36,1.28,1
T201903,M100206,2026-01-22,Gifts,13.21,5.52,0.92,1
T201904,M101304,2025-12-10,Dining,15.27,7.11,1.26,1
T201905,M101119,2025-09-14,Travel,16.74,8.28,0.75,1
T201906,M101761,2025-11-14,Dining,12.03,7.48,0.98,1
T201907,M101021,2025-12-05,Dining,15.84,8.65,1.02,1
T201908,M100750,2025-09-12,Lifestyle,17.09,1.76,1.12,1
T201909,M101203,2025-10-29,Lifestyle,10.11,9.24,1.22,1
T201910,M101371,2025-09-01,Dining,10.97,9.43,0.41,1
T201911,M101207,2025-09-23,Dining,7.53,2.94,0.63,1
T201912,M100667,2025-08-30,Travel,23.91,10.04,1.07,1
T201913,M101727,2025-11-17,Lifestyle,10.79,4.56,1.03,1
T201914,M100542,2025-12-20,Events,13.65,4.66,0.89,1
T201915,M100623,2026-02-14,Events,15.47,9.96,1.82,1
T201916,M100499,2025-10-17,Events,18.63,13.89,0.93,1
T201917,M100539,2026-01-09,Lifestyle,6.65,6.56,1.0,1
T201918,M100383,2026-02-24,Travel,14.91,12.31,0.43,1
T201919,M101046,2025-10-04,Dining,11.25,4.81,1.23,1
T201920,M101311,2025-12-11,Events,18.74,5.89,0.93,1
T201921,M100772,2025-11-18,Lifestyle,13.54,5.3,0.92,1
T201922,M101661,2025-10-07,Gifts,12.46,5.19,1.56,0
T201923,M100852,2025-12-28,Lifestyle,11.89,7.37,0.84,1
T201924,M100840,2025-10-01,Lifestyle,14.64,8.56,1.29,1
T201925,M100124,2025-11-13,Dining,14.31,3.92,1.29,1
T201926,M101626,2025-11-15,Gifts,11.29,3.56,0.83,1
T201927,M100266,2026-01-08,Lifestyle,13.03,8.18,0.4,1
T201928,M100295,2025-10-07,Dining,12.01,5.97,0.68,1
T201929,M101683,2026-01-13,Gifts,15.17,8.0,1.29,1
T201930,M100935,2025-11-06,Travel,19.35,8.97,0.76,1
T201931,M100122,2025-09-29,Lifestyle,12.69,5.42,0.46,1
T201932,M100795,2026-02-05,Dining,15.85,9.35,0.95,1
T201933,M101062,2025-12-15,Travel,15.07,10.98,0.52,0
T201934,M100018,2025-10-27,Gifts,12.29,8.51,0.57,1
T201935,M101358,2026-01-07,Events,17.69,8.12,0.55,1
T201936,M101203,2026-02-20,Dining,5.13,8.33,1.24,1
T201937,M100021,2025-12-14,Dining,11.62,7.4,1.34,1
T201938,M101113,2025-11-28,Lifestyle,12.55,8.23,0.42,1
T201939,M100400,2025-09-13,Lifestyle,8.78,4.46,0.97,1
T201940,M101321,2025-10-03,Gifts,8.12,7.19,1.08,1
T201941,M100678,2026-01-24,Dining,11.34,6.14,0.66,1
T201942,M100363,2026-01-07,Gifts,14.17,9.95,0.62,1
T201943,M100912,2026-01-23,Gifts,14.62,6.6,1.47,1
T201944,M100797,2025-09-15,Travel,24.15,10.12,0.46,0
T201945,M100614,2025-12-24,Dining,10.37,8.9,1.11,1
T201946,M101581,2025-09-18,Dining,16.83,7.65,1.05,1
T201947,M101168,2026-02-15,Dining,11.51,4.47,1.74,1
T201948,M100877,2025-11-17,Events,14.94,7.87,1.29,1
T201949,M100407,2026-02-12,Travel,21.1,7.89,0.35,1
T201950,M101023,2025-11-18,Events,17.58,6.06,0.47,1
T201951,M100045,2026-02-24,Events,17.68,9.18,0.66,1
T201952,M101592,2026-01-28,Events,10.64,10.05,0.93,1
T201953,M100002,2026-01-30,Events,19.03,7.48,0.29,1
T201954,M101257,2025-10-21,Events,18.09,13.91,1.02,1
T201955,M100621,2025-11-02,Dining,11.94,3.45,0.99,1
T201956,M101294,2025-11-17,Dining,9.34,7.55,0.75,1
T201957,M100650,2026-01-21,Events,20.25,10.13,1.31,1
T201958,M100047,2026-01-09,Travel,24.1,9.69,1.1,1
T201959,M101707,2025-12-19,Travel,26.34,11.59,1.32,1
T201960,M101378,2025-09-02,Travel,17.47,13.44,1.81,1
T201961,M100080,2025-10-21,Dining,11.35,8.53,0.58,1
T201962,M100059,2026-02-20,Dining,8.61,7.68,1.08,1
T201963,M100954,2026-02-20,Gifts,8.25,4.32,0.7,1
T201964,M101721,2025-12-25,Events,25.18,11.52,1.15,1
T201965,M101040,2026-01-19,Events,22.49,12.1,0.76,1
T201966,M100019,2025-12-14,Dining,13.3,9.06,0.77,1
T201967,M101258,2025-08-30,Lifestyle,7.06,3.49,0.53,0
T201968,M100769,2026-01-21,Travel,17.89,10.11,1.08,1
T201969,M101149,2025-11-10,Events,14.62,9.1,1.5,1
T201970,M100630,2025-12-01,Events,17.8,12.64,0.54,1
T201971,M100014,2025-10-30,Events,24.99,10.15,0.19,1
T201972,M100033,2025-11-19,Gifts,13.59,3.92,1.14,1
T201973,M101137,2025-11-25,Dining,9.06,4.29,1.35,1
T201974,M101143,2026-01-07,Dining,10.99,6.65,1.8,1
T201975,M100580,2025-09-05,Dining,6.87,8.69,0.86,1
T201976,M100148,2026-01-08,Lifestyle,11.8,5.34,0.86,1
T201977,M101391,2026-01-31,Lifestyle,13.45,7.13,1.11,0
T201978,M100272,2026-02-08,Gifts,8.19,2.31,0.6,1
T201979,M100339,2026-02-13,Travel,18.04,5.66,0.65,1
T201980,M100814,2025-12-24,Dining,11.32,6.86,1.22,0
T201981,M101289,2025-10-02,Lifestyle,20.72,8.32,0.42,1
T201982,M101791,2026-01-29,Dining,17.45,7.29,0.55,1
T201983,M101125,2026-02-25,Travel,18.8,5.74,0.38,1
T201984,M101728,2025-11-22,Lifestyle,13.19,10.12,0.65,1
T201985,M101174,2025-11-16,Dining,10.61,4.99,0.78,1
T201986,M101526,2025-11-16,Lifestyle,15.47,5.51,0.81,1
T201987,M100316,2026-02-25,Gifts,6.82,7.2,0.82,1
T201988,M100101,2026-01-20,Lifestyle,4.77,6.15,1.17,1
T201989,M101204,2025-12-25,Gifts,8.14,9.05,0.84,1
T201990,M101755,2025-10-15,Travel,26.21,13.17,0.62,1
T201991,M101326,2025-10-31,Gifts,14.7,9.38,0.49,1
T201992,M100617,2025-10-02,Lifestyle,13.76,5.85,0.77,1
T201993,M100880,2025-11-19,Gifts,17.63,9.71,1.57,1
T201994,M100201,2025-12-15,Lifestyle,9.55,2.0,0.99,1
T201995,M100612,2025-11-17,Lifestyle,9.32,5.85,1.5,1
T201996,M101229,2025-12-18,Gifts,13.61,4.18,0.17,1
T201997,M100299,2026-01-28,Lifestyle,14.28,6.24,0.57,1
T201998,M100866,2025-11-14,Travel,19.03,9.83,0.26,0
T201999,M100521,2026-01-03,Lifestyle,10.76,7.72,0.85,1
T202000,M100883,2026-01-09,Lifestyle,11.01,6.46,1.06,1
T202001,M101374,2025-10-21,Dining,15.06,5.29,1.22,1
T202002,M101592,2026-02-14,Events,14.1,7.68,1.16,1
T202003,M100736,2026-02-21,Events,21.16,11.0,1.23,1
T202004,M101488,2025-12-23,Lifestyle,12.31,6.34,0.82,1
T202005,M101264,2025-11-10,Dining,13.54,8.75,0.7,1
T202006,M101659,2025-09-27,Events,20.33,9.96,0.57,1
T202007,M101332,2025-11-24,Events,18.85,11.2,1.45,1
T202008,M100991,2026-01-10,Travel,14.32,8.29,1.17,1
T202009,M101213,2025-12-26,Lifestyle,12.0,7.73,0.76,1
T202010,M100571,2025-12-19,Events,17.1,8.98,0.92,1
T202011,M101212,2025-12-27,Travel,22.47,11.6,1.26,1
T202012,M101275,2025-10-28,Lifestyle,17.28,10.95,0.65,1
T202013,M101099,2025-10-05,Dining,11.76,6.98,0.99,1
T202014,M100185,2025-10-21,Travel,23.0,15.3,0.83,1
T202015,M100933,2025-12-19,Travel,16.31,9.23,1.35,1
T202016,M101279,2026-01-05,Lifestyle,7.19,6.36,0.79,1
T202017,M100356,2026-02-11,Lifestyle,17.54,7.31,1.14,1
T202018,M101417,2025-10-05,Events,13.11,6.7,0.55,1
T202019,M101517,2025-09-05,Travel,25.0,13.09,0.52,1
T202020,M100969,2026-02-16,Events,22.52,10.91,0.47,1
T202021,M101735,2026-02-02,Events,17.04,8.6,1.24,1
T202022,M101544,2026-01-18,Events,15.24,7.21,1.13,1
T202023,M100839,2025-10-05,Dining,13.02,9.41,1.37,1
T202024,M101591,2026-01-18,Dining,10.51,6.34,1.12,1
T202025,M101679,2026-02-23,Lifestyle,12.77,6.32,0.95,1
T202026,M100194,2025-12-27,Gifts,12.55,8.45,0.8,1
T202027,M101796,2025-12-22,Dining,11.01,8.79,1.26,1
T202028,M100008,2025-12-16,Lifestyle,12.14,5.67,1.12,1
T202029,M100875,2025-11-25,Travel,19.8,11.58,0.62,1
T202030,M101688,2026-01-13,Gifts,11.31,7.12,0.7,1
T202031,M101303,2026-02-20,Dining,11.4,7.19,0.96,1
T202032,M100480,2026-02-06,Lifestyle,16.13,5.91,0.91,1
T202033,M101158,2025-10-16,Dining,11.27,4.91,1.18,1
T202034,M100386,2025-10-30,Lifestyle,8.63,7.87,1.14,1
T202035,M100427,2026-01-10,Gifts,12.42,7.06,0.63,0
T202036,M101640,2025-09-09,Dining,8.26,6.14,0.52,1
T202037,M100084,2025-11-20,Dining,11.2,4.72,0.32,1
T202038,M101731,2025-10-05,Lifestyle,11.21,7.87,0.9,1
T202039,M100816,2025-10-06,Dining,13.15,6.57,1.53,1
T202040,M100116,2026-01-02,Dining,12.2,5.04,0.83,1
T202041,M101416,2025-11-11,Gifts,7.2,5.38,0.89,1
T202042,M100086,2025-11-11,Dining,11.45,7.37,0.99,1
T202043,M100585,2025-12-05,Events,19.05,6.18,0.91,0
T202044,M100433,2025-11-03,Events,10.97,8.44,0.47,1
T202045,M101411,2025-12-27,Dining,7.03,7.51,0.66,1
T202046,M100714,2026-02-08,Travel,23.02,9.95,0.81,1
T202047,M101178,2026-02-17,Dining,11.82,7.93,1.45,1
T202048,M100129,2025-12-07,Lifestyle,10.73,2.84,1.32,1
T202049,M101251,2025-09-14,Dining,10.91,3.66,0.5,1
T202050,M101279,2026-01-18,Gifts,8.4,7.61,1.37,1
T202051,M100514,2025-11-11,Gifts,8.22,7.33,1.51,1
T202052,M101586,2026-01-27,Gifts,9.84,6.12,1.06,0
T202053,M100846,2025-11-04,Travel,21.17,10.95,0.69,0
T202054,M101201,2026-01-23,Dining,8.74,7.09,0.92,1
T202055,M100327,2025-12-08,Events,15.33,8.48,1.45,1
T202056,M101679,2025-10-03,Gifts,7.77,5.35,0.5,1
T202057,M100443,2025-12-20,Gifts,9.62,3.6,0.76,1
T202058,M101127,2025-09-10,Dining,12.79,8.62,1.04,1
T202059,M100161,2026-02-17,Gifts,8.32,6.13,0.78,1
T202060,M100080,2026-02-10,Dining,11.04,9.34,0.31,1
T202061,M100228,2026-01-26,Events,23.86,8.21,0.5,1
T202062,M101697,2026-01-13,Events,13.28,8.73,0.42,1
T202063,M100378,2025-12-11,Dining,18.64,3.86,0.74,1
T202064,M101583,2025-09-14,Lifestyle,14.88,9.77,1.53,1
T202065,M101044,2026-01-13,Events,16.69,13.41,1.38,1
T202066,M100159,2025-12-23,Dining,9.38,8.26,0.91,1
T202067,M100794,2026-02-18,Dining,14.36,3.99,1.13,1
T202068,M100862,2025-10-20,Gifts,8.27,3.92,0.96,1
T202069,M100480,2025-11-19,Lifestyle,11.57,6.43,0.83,1
T202070,M101087,2026-02-17,Dining,14.02,6.25,0.91,1
T202071,M101550,2025-12-04,Dining,10.06,6.94,0.79,1
T202072,M101590,2026-01-17,Gifts,9.83,6.85,0.45,1
T202073,M100945,2025-12-12,Travel,25.07,11.91,0.91,0
T202074,M101608,2026-01-05,Travel,17.94,10.04,0.62,1
T202075,M101661,2025-10-07,Travel,23.24,8.97,0.72,1
T202076,M100158,2026-02-15,Events,20.14,11.85,1.06,1
T202077,M101142,2025-11-10,Dining,14.17,2.32,0.34,1
T202078,M101391,2025-10-06,Travel,20.28,10.63,0.51,1
T202079,M100028,2026-02-25,Dining,13.79,7.91,0.9,1
T202080,M101086,2025-09-16,Dining,8.34,5.6,0.48,1
T202081,M101644,2025-10-11,Lifestyle,16.56,8.97,0.67,1
T202082,M100482,2026-01-06,Dining,9.49,8.37,1.2,1
T202083,M101543,2025-12-01,Dining,11.96,6.37,0.8,1
T202084,M101681,2025-10-26,Lifestyle,10.1,10.16,0.64,1
T202085,M101143,2025-11-24,Lifestyle,7.39,4.75,1.17,1
T202086,M101133,2025-10-12,Lifestyle,8.88,5.17,0.29,1
T202087,M100962,2025-09-18,Dining,11.03,5.25,0.39,1
T202088,M100736,2025-12-23,Events,21.5,12.66,0.42,1
T202089,M100815,2026-02-06,Gifts,16.24,7.25,0.66,1
T202090,M100940,2025-12-10,Gifts,11.59,2.54,0.35,1
T202091,M100867,2025-11-10,Dining,11.01,6.01,1.54,1
T202092,M101486,2025-10-09,Travel,19.79,9.37,0.0,1
T202093,M101384,2026-01-06,Travel,17.43,12.55,1.04,1
T202094,M100625,2025-09-11,Gifts,11.13,5.14,0.76,1
T202095,M100923,2026-02-19,Travel,18.64,10.42,0.92,1
T202096,M100387,2025-11-13,Events,16.5,5.67,0.7,1
T202097,M100316,2025-12-09,Events,20.35,8.78,0.82,1
T202098,M100663,2025-10-23,Lifestyle,11.52,9.99,0.55,0
T202099,M100104,2026-01-05,Lifestyle,11.07,4.5,1.31,1
T202100,M101538,2025-09-11,Gifts,8.34,7.68,0.44,1
T202101,M100227,2026-02-25,Dining,10.26,5.63,0.84,1
T202102,M100587,2025-10-02,Lifestyle,7.73,5.96,1.74,1
T202103,M100452,2025-11-29,Dining,7.87,7.12,1.17,1
T202104,M100372,2025-11-25,Dining,10.43,4.34,0.47,1
T202105,M100661,2025-12-31,Travel,20.34,9.07,1.35,1
T202106,M101294,2025-12-17,Gifts,9.73,4.97,1.01,1
T202107,M101606,2025-12-09,Dining,4.4,9.04,0.74,1
T202108,M100339,2026-01-01,Travel,14.57,11.4,1.18,1
T202109,M100430,2026-02-23,Dining,9.56,7.78,1.36,1
T202110,M100845,2025-12-15,Events,13.02,10.32,0.64,1
T202111,M100575,2025-12-15,Gifts,10.05,8.06,0.74,1
T202112,M101439,2025-10-19,Events,17.91,6.43,0.72,1
T202113,M100401,2025-12-03,Travel,15.95,8.43,1.1,1
T202114,M100724,2025-11-19,Lifestyle,14.65,7.11,1.21,1
T202115,M100982,2025-12-04,Travel,26.04,10.69,1.12,1
T202116,M100686,2025-12-11,Travel,25.78,10.04,0.56,1
T202117,M101110,2025-10-19,Events,18.46,6.86,1.56,1
T202118,M101439,2025-10-27,Gifts,12.45,4.7,0.61,1
T202119,M100957,2025-08-31,Gifts,9.46,5.23,0.99,1
T202120,M100822,2025-11-28,Dining,9.52,5.34,0.84,1
T202121,M101713,2026-02-20,Lifestyle,11.26,7.37,0.53,1
T202122,M101767,2025-11-12,Travel,23.26,10.17,0.99,1
T202123,M101791,2025-12-16,Lifestyle,8.67,8.19,0.93,1
T202124,M100029,2026-02-08,Events,16.4,9.62,1.15,1
T202125,M101507,2025-09-24,Events,18.87,7.94,0.89,1
T202126,M101617,2025-11-04,Dining,5.22,6.81,0.98,1
T202127,M101449,2025-11-05,Events,19.95,9.16,1.53,1
T202128,M101349,2025-11-03,Events,16.27,7.44,0.84,1
T202129,M100658,2025-09-01,Lifestyle,12.76,7.61,0.32,1
T202130,M101306,2025-10-25,Lifestyle,12.32,7.35,1.23,1
T202131,M101043,2025-10-20,Events,18.45,10.31,1.2,1
T202132,M101496,2025-10-13,Lifestyle,12.14,10.57,0.41,1
T202133,M100632,2025-10-18,Lifestyle,15.05,8.89,0.47,1
T202134,M101336,2025-10-22,Lifestyle,14.75,5.7,0.72,1
T202135,M101411,2026-02-12,Travel,18.91,6.63,0.58,1
T202136,M101500,2025-12-15,Dining,10.14,8.93,0.78,0
T202137,M100309,2026-01-07,Lifestyle,11.09,5.78,0.79,1
T202138,M101554,2025-09-18,Events,18.3,8.08,0.87,1
T202139,M100390,2025-11-12,Events,20.52,13.56,1.34,1
T202140,M101686,2025-11-25,Travel,16.56,10.11,1.63,1
T202141,M100069,2025-11-23,Dining,12.06,7.3,0.46,1
T202142,M100402,2025-10-26,Dining,14.47,5.45,0.94,0
T202143,M101096,2025-10-11,Travel,30.22,8.21,1.28,1
T202144,M100978,2026-01-20,Events,10.67,6.84,1.33,1
T202145,M101239,2025-08-31,Events,17.56,8.21,0.39,1
T202146,M100726,2025-10-11,Events,20.41,7.67,0.9,1
T202147,M100006,2026-01-19,Dining,10.63,6.14,1.22,1
T202148,M101111,2025-11-08,Dining,10.79,6.48,0.61,1
T202149,M100919,2025-12-10,Events,16.7,10.14,0.68,1
T202150,M100915,2025-12-20,Dining,6.62,4.64,1.23,1
T202151,M100678,2025-09-22,Lifestyle,13.52,3.23,0.73,1
T202152,M101602,2026-01-05,Travel,17.17,8.91,1.11,1
T202153,M101426,2025-09-28,Travel,20.93,8.2,1.5,1
T202154,M100326,2025-11-03,Events,16.1,8.45,0.98,1
T202155,M100070,2025-10-01,Events,15.88,10.06,0.78,1
T202156,M100326,2025-10-14,Dining,9.75,5.05,1.13,1
T202157,M100087,2025-11-06,Gifts,16.84,7.37,1.05,1
T202158,M101276,2026-01-22,Dining,11.18,2.31,0.73,0
T202159,M101116,2025-08-31,Travel,24.66,8.8,0.93,1
T202160,M100833,2025-11-02,Travel,12.18,12.39,1.18,1
T202161,M101064,2025-12-23,Events,18.95,10.35,0.99,1
T202162,M101455,2026-01-10,Gifts,12.07,6.09,0.59,1
T202163,M101495,2026-02-05,Lifestyle,9.18,4.58,1.19,0
T202164,M100782,2025-12-31,Events,13.36,8.45,0.83,1
T202165,M101066,2026-02-02,Dining,14.96,7.52,0.79,1
T202166,M101038,2025-09-19,Gifts,11.63,5.22,0.33,0
T202167,M101708,2025-12-09,Events,12.15,8.15,1.38,1
T202168,M101370,2025-11-05,Events,23.92,7.15,1.09,1
T202169,M100565,2025-10-04,Travel,15.04,10.96,0.76,1
T202170,M101596,2025-09-05,Travel,23.98,7.96,1.12,1
T202171,M100716,2025-12-06,Gifts,10.27,8.64,1.29,1
T202172,M101363,2026-02-16,Events,18.26,9.98,1.21,1
T202173,M101759,2025-11-07,Lifestyle,16.31,7.43,0.78,1
T202174,M101456,2025-09-08,Gifts,10.19,5.53,0.57,1
T202175,M100193,2025-12-23,Events,16.06,11.46,0.71,0
T202176,M100370,2026-02-07,Dining,13.23,6.33,1.03,1
T202177,M101432,2025-10-20,Dining,12.65,9.59,0.45,1
T202178,M100222,2025-11-06,Dining,7.95,6.46,1.53,0
T202179,M100020,2026-01-29,Travel,21.83,10.67,1.01,1
T202180,M100464,2026-02-25,Dining,13.32,5.58,1.28,1
T202181,M100875,2025-11-24,Gifts,6.64,6.8,0.59,1
T202182,M100231,2026-01-30,Travel,20.46,10.47,0.96,1
T202183,M100276,2026-01-23,Dining,13.47,10.64,0.7,1
T202184,M100609,2026-01-01,Travel,24.51,9.69,0.27,1
T202185,M101077,2025-12-03,Gifts,11.61,5.65,1.11,1
T202186,M100979,2025-10-01,Travel,18.29,7.8,1.34,1
T202187,M101436,2025-12-10,Lifestyle,15.05,6.46,1.73,1
T202188,M101765,2025-09-28,Lifestyle,18.58,7.53,1.0,1
T202189,M100059,2025-11-09,Lifestyle,6.51,8.71,0.76,1
T202190,M101238,2025-12-17,Gifts,11.79,6.87,1.22,1
T202191,M100294,2025-11-26,Lifestyle,13.19,5.78,0.65,1
T202192,M100648,2026-01-31,Travel,17.7,8.97,0.69,1
T202193,M100616,2025-09-03,Gifts,9.24,8.67,0.88,1
T202194,M101261,2026-01-02,Dining,11.7,5.55,0.58,1
T202195,M100460,2025-09-16,Dining,13.48,7.74,0.59,1
T202196,M101610,2025-11-01,Lifestyle,12.19,7.34,1.43,1
T202197,M100689,2026-01-04,Events,18.99,8.96,0.59,1
T202198,M101467,2025-11-30,Dining,12.12,5.86,1.1,1
T202199,M101713,2026-02-04,Dining,8.01,7.05,0.61,1
T202200,M100919,2025-11-07,Events,9.98,12.65,0.85,1
T202201,M100182,2026-02-14,Lifestyle,13.85,6.66,1.03,1
T202202,M101262,2025-11-02,Lifestyle,12.89,5.04,0.94,0
T202203,M100761,2026-01-21,Dining,9.72,7.93,0.61,1
T202204,M100609,2026-02-02,Dining,11.69,11.79,1.21,1
T202205,M100822,2026-01-17,Dining,15.72,4.47,0.94,1
T202206,M100539,2026-02-09,Gifts,14.69,4.47,0.3,1
T202207,M100504,2025-09-19,Events,23.58,12.06,1.22,0
T202208,M101781,2025-09-10,Gifts,12.37,8.07,0.93,1
T202209,M100501,2025-09-12,Events,19.01,7.59,0.84,1
T202210,M100825,2025-10-19,Dining,11.93,6.06,0.99,1
T202211,M101286,2026-01-15,Dining,7.44,3.92,0.31,1
T202212,M100397,2025-10-12,Travel,19.34,9.79,0.62,1
T202213,M101112,2025-10-12,Gifts,11.51,6.08,0.96,1
T202214,M101611,2026-01-14,Events,17.31,10.21,0.55,1
T202215,M101463,2025-09-28,Lifestyle,12.23,8.8,1.14,1
T202216,M100051,2025-08-30,Dining,16.37,7.33,0.45,1
T202217,M100729,2025-12-20,Lifestyle,13.28,10.2,0.84,1
T202218,M100000,2025-11-12,Dining,10.76,7.73,1.38,0
T202219,M101092,2025-09-22,Travel,24.7,8.07,0.6,1
T202220,M100585,2026-01-09,Dining,14.83,8.64,0.9,1
T202221,M101608,2025-09-01,Travel,23.48,11.91,0.58,1
T202222,M100315,2026-01-02,Dining,19.7,10.96,0.36,1
T202223,M101532,2025-09-04,Dining,9.42,6.48,1.11,1
T202224,M100616,2026-01-14,Events,20.56,12.54,0.88,1
T202225,M101656,2025-10-15,Gifts,16.31,4.38,0.92,1
T202226,M100359,2025-11-23,Gifts,5.42,5.2,1.0,1
T202227,M100484,2025-12-21,Lifestyle,14.53,2.43,0.61,1
T202228,M100631,2025-12-08,Gifts,7.7,5.45,0.48,1
T202229,M101773,2026-01-16,Lifestyle,10.88,6.9,0.96,0
T202230,M101321,2025-10-28,Dining,12.18,5.95,1.42,1
T202231,M101469,2025-08-31,Lifestyle,9.14,7.68,1.01,1
T202232,M100995,2025-11-12,Travel,22.59,14.91,0.4,1
T202233,M101430,2026-01-07,Events,16.64,7.85,1.93,0
T202234,M101128,2025-10-28,Events,15.19,11.64,0.47,1
T202235,M101201,2025-12-09,Dining,9.41,7.28,0.26,1
T202236,M101506,2025-09-13,Dining,9.12,6.67,1.52,1
T202237,M101769,2026-01-09,Travel,20.41,11.04,0.62,0
T202238,M101036,2025-11-24,Gifts,16.57,5.99,0.73,1
T202239,M100794,2025-11-28,Lifestyle,8.25,7.9,1.31,1
T202240,M101175,2025-09-19,Dining,10.19,3.4,1.48,1
T202241,M101334,2026-02-06,Travel,19.39,10.74,0.84,1
T202242,M101775,2025-11-06,Events,17.33,8.8,1.16,1
T202243,M101257,2025-10-03,Travel,25.12,14.93,1.53,1
T202244,M101718,2025-12-22,Travel,18.95,7.56,0.49,1
T202245,M101317,2025-11-27,Travel,21.36,11.34,1.0,1
T202246,M101713,2026-01-03,Gifts,8.08,8.88,0.77,1
T202247,M101352,2025-12-12,Dining,15.15,5.59,0.48,0
T202248,M101592,2025-09-07,Dining,8.85,6.07,1.23,1
T202249,M100343,2025-12-22,Dining,9.56,5.69,1.32,1
T202250,M101786,2026-01-20,Events,19.73,8.57,1.12,1
T202251,M100628,2025-11-13,Dining,12.95,9.64,1.1,1
T202252,M101435,2025-12-03,Events,14.08,5.11,0.8,1
T202253,M100706,2025-10-08,Lifestyle,9.14,7.1,1.01,1
T202254,M100824,2026-02-19,Travel,24.12,6.7,1.1,0
T202255,M101346,2025-09-16,Dining,14.36,8.32,1.72,1
T202256,M100973,2025-10-22,Dining,12.47,5.31,0.33,1
T202257,M101289,2025-09-27,Lifestyle,12.61,4.4,0.69,1
T202258,M100142,2025-12-14,Events,15.18,9.09,0.83,1
T202259,M101500,2025-12-07,Lifestyle,10.17,4.43,1.07,1
T202260,M100735,2025-12-27,Lifestyle,6.19,7.79,1.42,1
T202261,M101419,2025-09-28,Lifestyle,9.16,7.88,1.26,1
T202262,M100513,2026-02-13,Lifestyle,9.31,3.95,0.8,1
T202263,M101072,2025-11-22,Travel,19.61,10.49,1.13,1
T202264,M101058,2026-01-10,Events,17.37,8.19,0.86,1
T202265,M100251,2025-11-03,Lifestyle,10.23,5.49,0.99,1
T202266,M100853,2025-09-05,Events,15.79,12.95,1.26,0
T202267,M101143,2025-10-27,Gifts,7.03,5.33,0.0,1
T202268,M101505,2026-02-18,Lifestyle,6.39,8.65,0.81,1
T202269,M101596,2025-12-16,Events,16.99,11.69,0.56,1
T202270,M100692,2026-02-20,Gifts,11.34,5.44,0.59,0
T202271,M101157,2025-11-30,Events,13.02,9.03,0.69,1
T202272,M100314,2026-01-25,Travel,23.37,8.67,0.25,1
T202273,M101612,2025-10-24,Dining,15.59,7.55,1.35,1
T202274,M101562,2025-11-21,Events,12.45,9.71,1.79,1
T202275,M101798,2026-01-01,Lifestyle,12.16,6.47,0.97,1
T202276,M100875,2025-09-24,Lifestyle,11.16,7.33,1.47,1
T202277,M100646,2025-10-14,Dining,11.66,4.78,0.67,1
T202278,M101364,2025-11-05,Lifestyle,10.43,4.41,1.37,1
T202279,M101301,2025-12-24,Dining,11.68,5.37,0.74,1
T202280,M100381,2026-01-07,Events,18.7,8.79,0.7,1
T202281,M100971,2025-11-12,Lifestyle,15.6,9.86,0.96,1
T202282,M101158,2025-10-06,Lifestyle,12.33,5.7,1.54,0
T202283,M100818,2025-09-28,Events,18.66,9.27,1.31,1
